STATISTIC,Statistic Label,Year,Y/Month,C02431V02938,Meteorological Weather Station,UNIT,AVERAGE MAX. TEMPERATURE,AVERAGE MIN. TEMPERATURE,MEAN TEMPERATURE,MAX TEMPERATURE,MIN TEMPERATURE
MTM02C1,Average Maximum Temperature,1970,1970M08,4,Casement,Degrees C,19.1,10.1,14.6,25,5.4
MTM02C1,Average Maximum Temperature,1970,1970M08,5,Claremorris,Degrees C,18.5,10.2,14.4,24.3,4.6
MTM02C1,Average Maximum Temperature,1970,1970M08,6,Clones,Degrees C,19,10.5,14.8,24,5.6
MTM02C1,Average Maximum Temperature,1970,1970M08,7,CorkAirport,Degrees C,17.5,11.1,14.3,22.5,7.8
MTM02C1,Average Maximum Temperature,1970,1970M08,8,DublinAirport,Degrees C,18.3,11.3,14.8,23.5,6.7
MTM02C1,Average Maximum Temperature,1970,1970M08,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1970,1970M08,10,Kilkenny,Degrees C,19.4,10.2,14.8,24.2,4.1
MTM02C1,Average Maximum Temperature,1970,1970M08,11,Malin-Head,Degrees C,16.4,11.8,14.1,21,9.5
MTM02C1,Average Maximum Temperature,1970,1970M08,12,Mullingar,Degrees C,20.1,10.5,15.3,25.2,5.8
MTM02C1,Average Maximum Temperature,1970,1970M08,13,Roches-Point,Degrees C,17.2,11.9,14.6,20.9,8.4
MTM02C1,Average Maximum Temperature,1970,1970M08,14,Rosslare,Degrees C,17.4,12.1,14.8,21.9,8.1
MTM02C1,Average Maximum Temperature,1970,1970M08,15,Shannon-Airport,Degrees C,19,11.9,15.5,24.1,8.8
MTM02C1,Average Maximum Temperature,1970,1970M09,1,Belmullet,Degrees C,15.7,10.7,13.2,19.7,6.6
MTM02C1,Average Maximum Temperature,1970,1970M09,2,Birr,Degrees C,16.8,10,13.4,21,3.8
MTM02C1,Average Maximum Temperature,1970,1970M09,3,Valentia-Observatory,Degrees C,16.8,11.1,14,23.2,4.5
MTM02C1,Average Maximum Temperature,1970,1970M09,4,Casement,Degrees C,17.5,9.2,13.4,22.8,3.9
MTM02C1,Average Maximum Temperature,1970,1970M09,5,Claremorris,Degrees C,16.2,9.4,12.8,19.4,5
MTM02C1,Average Maximum Temperature,1970,1970M09,6,Clones,Degrees C,16.1,9.5,12.8,19.7,4.3
MTM02C1,Average Maximum Temperature,1970,1970M09,7,CorkAirport,Degrees C,15.4,10.2,12.8,19.1,6.1
MTM02C1,Average Maximum Temperature,1970,1970M09,8,DublinAirport,Degrees C,16.7,10.4,13.6,21.1,5.4
MTM02C1,Average Maximum Temperature,1970,1970M09,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1970,1970M09,10,Kilkenny,Degrees C,16.9,9.6,13.3,20.8,1.4
MTM02C1,Average Maximum Temperature,1970,1970M09,11,Malin-Head,Degrees C,15.8,10.8,13.3,21,7.8
MTM02C1,Average Maximum Temperature,1970,1970M09,12,Mullingar,Degrees C,17.5,9.3,13.4,22.9,2.6
MTM02C1,Average Maximum Temperature,1970,1970M09,13,Roches-Point,Degrees C,15.5,11.1,13.3,18.6,7.1
MTM02C1,Average Maximum Temperature,1970,1970M09,14,Rosslare,Degrees C,16.2,11.2,13.7,20.1,7
MTM02C1,Average Maximum Temperature,1970,1970M09,15,Shannon-Airport,Degrees C,17,11.3,14.2,22.1,7
MTM02C1,Average Maximum Temperature,1970,1970M10,1,Belmullet,Degrees C,13.6,9.2,11.4,17.2,4.5
MTM02C1,Average Maximum Temperature,1970,1970M10,2,Birr,Degrees C,13.9,7.9,10.9,17.4,1.4
MTM02C1,Average Maximum Temperature,1970,1970M10,3,Valentia-Observatory,Degrees C,14.3,9.5,11.9,17,1.5
MTM02C1,Average Maximum Temperature,1970,1970M10,4,Casement,Degrees C,14.2,7.1,10.7,21,1.4
MTM02C1,Average Maximum Temperature,1970,1970M10,5,Claremorris,Degrees C,13.4,7.7,10.6,17.5,2
MTM02C1,Average Maximum Temperature,1970,1970M10,6,Clones,Degrees C,13.3,7.4,10.4,18,0.6
MTM02C1,Average Maximum Temperature,1970,1970M10,7,CorkAirport,Degrees C,13.4,8,10.7,17,2.6
MTM02C1,Average Maximum Temperature,1970,1970M10,8,DublinAirport,Degrees C,13.9,8,11,17.8,3.3
MTM02C1,Average Maximum Temperature,1970,1970M10,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1970,1970M10,10,Kilkenny,Degrees C,14.3,7.3,10.8,18,-2.5
MTM02C1,Average Maximum Temperature,1970,1970M10,11,Malin-Head,Degrees C,13.1,9.1,11.1,17,5.2
MTM02C1,Average Maximum Temperature,1970,1970M10,12,Mullingar,Degrees C,13.6,6.9,10.3,17.2,1.3
MTM02C1,Average Maximum Temperature,1970,1970M10,13,Roches-Point,Degrees C,13.7,9.2,11.5,18.4,3.8
MTM02C1,Average Maximum Temperature,1970,1970M10,14,Rosslare,Degrees C,13.8,8.9,11.4,16.7,4
MTM02C1,Average Maximum Temperature,1970,1970M10,15,Shannon-Airport,Degrees C,14.4,9.1,11.8,17.5,2.6
MTM02C1,Average Maximum Temperature,1970,1970M11,1,Belmullet,Degrees C,10.2,5.8,8,14.1,2
MTM02C1,Average Maximum Temperature,1970,1970M11,2,Birr,Degrees C,10,4.5,7.3,15,-2.9
MTM02C1,Average Maximum Temperature,1970,1970M11,3,Valentia-Observatory,Degrees C,11.5,6.6,9.1,15.5,-0.4
MTM02C1,Average Maximum Temperature,1970,1970M11,4,Casement,Degrees C,10.2,4.5,7.4,15.4,-1.8
MTM02C1,Average Maximum Temperature,1970,1970M11,5,Claremorris,Degrees C,9.5,4.1,6.8,13.5,-1
MTM02C1,Average Maximum Temperature,1970,1970M11,6,Clones,Degrees C,9.4,3.9,6.7,13.5,-2.2
MTM02C1,Average Maximum Temperature,1970,1970M11,7,CorkAirport,Degrees C,10.2,5,7.6,14.3,0.1
MTM02C1,Average Maximum Temperature,1970,1970M11,8,DublinAirport,Degrees C,10.3,5,7.7,15.4,-0.4
MTM02C1,Average Maximum Temperature,1970,1970M11,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1970,1970M11,10,Kilkenny,Degrees C,10.5,3.7,7.1,15.2,-3.6
MTM02C1,Average Maximum Temperature,1970,1970M11,11,Malin-Head,Degrees C,9.8,5.5,7.7,13.1,1.7
MTM02C1,Average Maximum Temperature,1970,1970M11,12,Mullingar,Degrees C,9.6,3.6,6.6,13.7,-2.3
MTM02C1,Average Maximum Temperature,1970,1970M11,13,Roches-Point,Degrees C,11.1,6.4,8.8,14.7,1.5
MTM02C1,Average Maximum Temperature,1970,1970M11,14,Rosslare,Degrees C,11.1,6.3,8.7,14.1,-0.2
MTM02C1,Average Maximum Temperature,1970,1970M11,15,Shannon-Airport,Degrees C,10.9,5.5,8.2,15.3,-1.2
MTM02C1,Average Maximum Temperature,1970,1970M12,1,Belmullet,Degrees C,8.8,3.7,6.3,12.5,-2.1
MTM02C1,Average Maximum Temperature,1970,1970M12,2,Birr,Degrees C,7.2,1.6,4.4,13,-6.2
MTM02C1,Average Maximum Temperature,1970,1970M12,3,Valentia-Observatory,Degrees C,9.1,3.7,6.4,12.7,-2.2
MTM02C1,Average Maximum Temperature,1970,1970M12,4,Casement,Degrees C,7.7,2,4.9,12.5,-4.7
MTM02C1,Average Maximum Temperature,1970,1970M12,5,Claremorris,Degrees C,7.4,1.9,4.7,11.9,-4
MTM02C1,Average Maximum Temperature,1970,1970M12,6,Clones,Degrees C,7.1,2.1,4.6,12.3,-3
MTM02C1,Average Maximum Temperature,1970,1970M12,7,CorkAirport,Degrees C,7.4,2.6,5,12.3,-4.6
MTM02C1,Average Maximum Temperature,1970,1970M12,8,DublinAirport,Degrees C,8.1,3.3,5.7,12.6,-2.7
MTM02C1,Average Maximum Temperature,1970,1970M12,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1970,1970M12,10,Kilkenny,Degrees C,7.3,1.4,4.4,12.5,-6
MTM02C1,Average Maximum Temperature,1970,1970M12,11,Malin-Head,Degrees C,8.6,5.1,6.9,12.6,1.1
MTM02C1,Average Maximum Temperature,1970,1970M12,12,Mullingar,Degrees C,6.9,1.7,4.3,12,-4.9
MTM02C1,Average Maximum Temperature,1970,1970M12,13,Roches-Point,Degrees C,8.2,4.2,6.2,13,-1.3
MTM02C1,Average Maximum Temperature,1970,1970M12,14,Rosslare,Degrees C,8.8,4.6,6.7,11.9,-0.4
MTM02C1,Average Maximum Temperature,1970,1970M12,15,Shannon-Airport,Degrees C,8,2.9,5.5,13.3,-3.7
MTM02C1,Average Maximum Temperature,1971,1971M01,1,Belmullet,Degrees C,9.1,4.4,6.8,13,0.9
MTM02C1,Average Maximum Temperature,1971,1971M01,2,Birr,Degrees C,8.2,2.7,5.5,13.3,-4.1
MTM02C1,Average Maximum Temperature,1971,1971M01,3,Valentia-Observatory,Degrees C,10.3,5,7.7,13.4,-1.4
MTM02C1,Average Maximum Temperature,1971,1971M01,4,Casement,Degrees C,8.3,2.7,5.5,15.4,-5.7
MTM02C1,Average Maximum Temperature,1971,1971M01,5,Claremorris,Degrees C,7.9,2.4,5.2,12.8,-4.2
MTM02C1,Average Maximum Temperature,1971,1971M01,6,Clones,Degrees C,7.6,2.4,5,12.7,-5
MTM02C1,Average Maximum Temperature,1971,1971M01,7,CorkAirport,Degrees C,8.2,3.5,5.9,11.2,-2.5
MTM02C1,Average Maximum Temperature,1971,1971M01,8,DublinAirport,Degrees C,8.5,3.5,6,16.6,-3.7
MTM02C1,Average Maximum Temperature,1971,1971M01,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1971,1971M01,10,Kilkenny,Degrees C,8.4,2.2,5.3,12.9,-5.1
MTM02C1,Average Maximum Temperature,1971,1971M01,11,Malin-Head,Degrees C,8.7,4.1,6.4,13.9,-0.9
MTM02C1,Average Maximum Temperature,1971,1971M01,12,Mullingar,Degrees C,7.7,2,4.9,12.7,-4.2
MTM02C1,Average Maximum Temperature,1971,1971M01,13,Roches-Point,Degrees C,8.9,4.8,6.9,11.5,-0.7
MTM02C1,Average Maximum Temperature,1971,1971M01,14,Rosslare,Degrees C,8.8,5,6.9,11.7,-1.1
MTM02C1,Average Maximum Temperature,1971,1971M01,15,Shannon-Airport,Degrees C,9,3.8,6.4,14,-2.8
MTM02C1,Average Maximum Temperature,1971,1971M02,1,Belmullet,Degrees C,9.1,4.1,6.6,11.7,-1.7
MTM02C1,Average Maximum Temperature,1971,1971M02,2,Birr,Degrees C,8.7,3,5.9,11.5,-5
MTM02C1,Average Maximum Temperature,1971,1971M02,3,Valentia-Observatory,Degrees C,9.9,4.3,7.1,12.6,-3.2
MTM02C1,Average Maximum Temperature,1971,1971M02,4,Casement,Degrees C,8.5,2.4,5.5,11,-5.7
MTM02C1,Average Maximum Temperature,1971,1971M02,5,Claremorris,Degrees C,8.6,2.8,5.7,11.9,-4.7
MTM02C1,Average Maximum Temperature,1971,1971M02,6,Clones,Degrees C,8.2,2.8,5.5,10.7,-3.9
MTM02C1,Average Maximum Temperature,1971,1971M02,7,CorkAirport,Degrees C,8.4,3.6,6,12.3,-2.9
MTM02C1,Average Maximum Temperature,1971,1971M02,8,DublinAirport,Degrees C,8.4,3.6,6,11.1,-2.7
MTM02C1,Average Maximum Temperature,1971,1971M02,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1971,1971M02,10,Kilkenny,Degrees C,8.9,2.4,5.7,12,-5.1
MTM02C1,Average Maximum Temperature,1971,1971M02,11,Malin-Head,Degrees C,8.7,4.2,6.5,11.8,-0.4
MTM02C1,Average Maximum Temperature,1971,1971M02,12,Mullingar,Degrees C,8.4,2.5,5.5,11.1,-4.5
MTM02C1,Average Maximum Temperature,1971,1971M02,13,Roches-Point,Degrees C,9,4.9,7,13.2,-1.4
MTM02C1,Average Maximum Temperature,1971,1971M02,14,Rosslare,Degrees C,8.9,4.8,6.9,11.2,-1.6
MTM02C1,Average Maximum Temperature,1971,1971M02,15,Shannon-Airport,Degrees C,9.3,3.8,6.6,12.7,-2.9
MTM02C1,Average Maximum Temperature,1971,1971M03,1,Belmullet,Degrees C,9.8,4.5,7.2,12.7,0.3
MTM02C1,Average Maximum Temperature,1971,1971M03,2,Birr,Degrees C,9.1,2.3,5.7,13.2,-4.2
MTM02C1,Average Maximum Temperature,1971,1971M03,3,Valentia-Observatory,Degrees C,10.1,3.5,6.8,12.7,-1.5
MTM02C1,Average Maximum Temperature,1971,1971M03,4,Casement,Degrees C,8.8,2.2,5.5,12,-3
MTM02C1,Average Maximum Temperature,1971,1971M03,5,Claremorris,Degrees C,9.6,2.5,6.1,13.5,-3.4
MTM02C1,Average Maximum Temperature,1971,1971M03,6,Clones,Degrees C,9.1,2.1,5.6,12.3,-3.1
MTM02C1,Average Maximum Temperature,1971,1971M03,7,CorkAirport,Degrees C,9.1,2.8,6,12.3,-2
MTM02C1,Average Maximum Temperature,1971,1971M03,8,DublinAirport,Degrees C,8.8,3.3,6.1,12.2,0.5
MTM02C1,Average Maximum Temperature,1971,1971M03,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1971,1971M03,10,Kilkenny,Degrees C,9.3,2.2,5.8,13.6,-3.7
MTM02C1,Average Maximum Temperature,1971,1971M03,11,Malin-Head,Degrees C,9,4.5,6.8,12.1,0.3
MTM02C1,Average Maximum Temperature,1971,1971M03,12,Mullingar,Degrees C,9.2,2.1,5.7,12.5,-1.4
MTM02C1,Average Maximum Temperature,1971,1971M03,13,Roches-Point,Degrees C,9.5,4.2,6.9,12.6,0.6
MTM02C1,Average Maximum Temperature,1971,1971M03,14,Rosslare,Degrees C,8.8,4.2,6.5,11.5,-0.5
MTM02C1,Average Maximum Temperature,1971,1971M03,15,Shannon-Airport,Degrees C,10,3.6,6.8,12.6,-1.5
MTM02C1,Average Maximum Temperature,1971,1971M04,1,Belmullet,Degrees C,12,4.7,8.4,17,1
MTM02C1,Average Maximum Temperature,1971,1971M04,2,Birr,Degrees C,12.3,3,7.7,17.3,-2.4
MTM02C1,Average Maximum Temperature,1971,1971M04,3,Valentia-Observatory,Degrees C,12.6,4.6,8.6,18.2,-0.3
MTM02C1,Average Maximum Temperature,1971,1971M04,4,Casement,Degrees C,11.6,3.1,7.4,16.5,-2
MTM02C1,Average Maximum Temperature,1971,1971M04,5,Claremorris,Degrees C,12.3,2.9,7.6,16.8,-1
MTM02C1,Average Maximum Temperature,1971,1971M04,6,Clones,Degrees C,11.6,3.3,7.5,17.2,-0.8
MTM02C1,Average Maximum Temperature,1971,1971M04,7,CorkAirport,Degrees C,11.1,4,7.6,15.3,0.7
MTM02C1,Average Maximum Temperature,1971,1971M04,8,DublinAirport,Degrees C,10.9,4.8,7.9,15.1,0.7
MTM02C1,Average Maximum Temperature,1971,1971M04,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1971,1971M04,10,Kilkenny,Degrees C,12.2,3,7.6,17.1,-2.7
MTM02C1,Average Maximum Temperature,1971,1971M04,11,Malin-Head,Degrees C,10.2,5.5,7.9,17.5,2.4
MTM02C1,Average Maximum Temperature,1971,1971M04,12,Mullingar,Degrees C,12.2,3.7,8,18.2,-0.7
MTM02C1,Average Maximum Temperature,1971,1971M04,13,Roches-Point,Degrees C,11.1,5.3,8.2,13.6,1.9
MTM02C1,Average Maximum Temperature,1971,1971M04,14,Rosslare,Degrees C,10.5,6.2,8.4,14.7,1.8
MTM02C1,Average Maximum Temperature,1971,1971M04,15,Shannon-Airport,Degrees C,13.1,4.7,8.9,17.5,0.1
MTM02C1,Average Maximum Temperature,1971,1971M05,1,Belmullet,Degrees C,14.1,7.2,10.7,19.8,2.5
MTM02C1,Average Maximum Temperature,1971,1971M05,2,Birr,Degrees C,15,6.2,10.6,18.5,0.8
MTM02C1,Average Maximum Temperature,1971,1971M05,3,Valentia-Observatory,Degrees C,14.3,7.6,11,18.4,2.4
MTM02C1,Average Maximum Temperature,1971,1971M05,4,Casement,Degrees C,15.1,5.6,10.4,19.5,-0.8
MTM02C1,Average Maximum Temperature,1971,1971M05,5,Claremorris,Degrees C,14.6,5.2,9.9,18,-0.4
MTM02C1,Average Maximum Temperature,1971,1971M05,6,Clones,Degrees C,14.5,6,10.3,17.9,1.8
MTM02C1,Average Maximum Temperature,1971,1971M05,7,CorkAirport,Degrees C,13.7,6.9,10.3,16.8,3.2
MTM02C1,Average Maximum Temperature,1971,1971M05,8,DublinAirport,Degrees C,14.3,7,10.7,19.7,3
MTM02C1,Average Maximum Temperature,1971,1971M05,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1971,1971M05,10,Kilkenny,Degrees C,15.1,5.6,10.4,19,-1.3
MTM02C1,Average Maximum Temperature,1971,1971M05,11,Malin-Head,Degrees C,13.7,7.5,10.6,17.1,4
MTM02C1,Average Maximum Temperature,1971,1971M05,12,Mullingar,Degrees C,15.4,5.6,10.5,19.8,0.1
MTM02C1,Average Maximum Temperature,1971,1971M05,13,Roches-Point,Degrees C,13.6,8.1,10.9,16.7,5.2
MTM02C1,Average Maximum Temperature,1971,1971M05,14,Rosslare,Degrees C,13.3,7.7,10.5,15.6,3.2
MTM02C1,Average Maximum Temperature,1971,1971M05,15,Shannon-Airport,Degrees C,15.8,7.6,11.7,20.7,3
MTM02C1,Average Maximum Temperature,1971,1971M06,1,Belmullet,Degrees C,15,9.2,12.1,19.5,4.3
MTM02C1,Average Maximum Temperature,1971,1971M06,2,Birr,Degrees C,16.4,8.3,12.4,21.6,3.8
MTM02C1,Average Maximum Temperature,1971,1971M06,3,Valentia-Observatory,Degrees C,16.2,9.8,13,23.8,7.6
MTM02C1,Average Maximum Temperature,1971,1971M06,4,Casement,Degrees C,16.1,8.1,12.1,21,2.1
MTM02C1,Average Maximum Temperature,1971,1971M06,5,Claremorris,Degrees C,16.1,7.6,11.9,21.4,3.2
MTM02C1,Average Maximum Temperature,1971,1971M06,6,Clones,Degrees C,15.7,8.1,11.9,20.7,4.8
MTM02C1,Average Maximum Temperature,1971,1971M06,7,CorkAirport,Degrees C,15.6,8.5,12.1,23.9,4.2
MTM02C1,Average Maximum Temperature,1971,1971M06,8,DublinAirport,Degrees C,15.5,9.2,12.4,20.2,3.9
MTM02C1,Average Maximum Temperature,1971,1971M06,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1971,1971M06,10,Kilkenny,Degrees C,17.2,7.8,12.5,23.8,2.3
MTM02C1,Average Maximum Temperature,1971,1971M06,11,Malin-Head,Degrees C,13.5,9.1,11.3,18.1,6.9
MTM02C1,Average Maximum Temperature,1971,1971M06,12,Mullingar,Degrees C,16.7,8,12.4,20.4,3.1
MTM02C1,Average Maximum Temperature,1971,1971M06,13,Roches-Point,Degrees C,15.8,9.7,12.8,23,6.6
MTM02C1,Average Maximum Temperature,1971,1971M06,14,Rosslare,Degrees C,14.9,9.6,12.3,19,6.7
MTM02C1,Average Maximum Temperature,1971,1971M06,15,Shannon-Airport,Degrees C,16.9,9.4,13.2,24.3,5.6
MTM02C1,Average Maximum Temperature,1971,1971M07,1,Belmullet,Degrees C,17.7,11.3,14.5,23.2,5.2
MTM02C1,Average Maximum Temperature,1971,1971M07,2,Birr,Degrees C,20,11,15.5,25.1,3.1
MTM02C1,Average Maximum Temperature,1971,1971M07,3,Valentia-Observatory,Degrees C,18.8,11.7,15.3,25.8,7.1
MTM02C1,Average Maximum Temperature,1971,1971M07,4,Casement,Degrees C,20.7,10.6,15.7,25.2,2.5
MTM02C1,Average Maximum Temperature,1971,1971M07,5,Claremorris,Degrees C,19.5,9.6,14.6,24.9,0.6
MTM02C1,Average Maximum Temperature,1971,1971M07,6,Clones,Degrees C,19.7,10.8,15.3,24.4,4.3
MTM02C1,Average Maximum Temperature,1971,1971M07,7,CorkAirport,Degrees C,19.2,11.3,15.3,22.7,7.3
MTM02C1,Average Maximum Temperature,1971,1971M07,8,DublinAirport,Degrees C,19.6,11.9,15.8,23.8,5.4
MTM02C1,Average Maximum Temperature,1971,1971M07,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1971,1971M07,10,Kilkenny,Degrees C,21,10.5,15.8,25,3.1
MTM02C1,Average Maximum Temperature,1971,1971M07,11,Malin-Head,Degrees C,17,11.8,14.4,24.6,6.6
MTM02C1,Average Maximum Temperature,1971,1971M07,12,Mullingar,Degrees C,20.6,10.9,15.8,25,5.7
MTM02C1,Average Maximum Temperature,1971,1971M07,13,Roches-Point,Degrees C,18.9,12.5,15.7,23.3,9.2
MTM02C1,Average Maximum Temperature,1971,1971M07,14,Rosslare,Degrees C,18.5,12.9,15.7,24,10
MTM02C1,Average Maximum Temperature,1971,1971M07,15,Shannon-Airport,Degrees C,20.4,12.2,16.3,25.2,6.1
MTM02C1,Average Maximum Temperature,1971,1971M08,1,Belmullet,Degrees C,17.4,11.1,14.3,21,6.8
MTM02C1,Average Maximum Temperature,1971,1971M08,2,Birr,Degrees C,18.4,10.6,14.5,21.7,3.8
MTM02C1,Average Maximum Temperature,1971,1971M08,3,Valentia-Observatory,Degrees C,18.1,11.9,15,20.7,4.9
MTM02C1,Average Maximum Temperature,1971,1971M08,4,Casement,Degrees C,18.2,10.7,14.5,21.1,4.9
MTM02C1,Average Maximum Temperature,1971,1971M08,5,Claremorris,Degrees C,18,10,14,21.6,4.6
MTM02C1,Average Maximum Temperature,1971,1971M08,6,Clones,Degrees C,17.7,10.7,14.2,21,5.8
MTM02C1,Average Maximum Temperature,1971,1971M08,7,CorkAirport,Degrees C,18.1,11,14.6,22.6,7.1
MTM02C1,Average Maximum Temperature,1971,1971M08,8,DublinAirport,Degrees C,18.1,11.5,14.8,21.3,7.2
MTM02C1,Average Maximum Temperature,1971,1971M08,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1971,1971M08,10,Kilkenny,Degrees C,18.8,10.4,14.6,21.8,2.8
MTM02C1,Average Maximum Temperature,1971,1971M08,11,Malin-Head,Degrees C,15.9,11.7,13.8,19.5,9.3
MTM02C1,Average Maximum Temperature,1971,1971M08,12,Mullingar,Degrees C,18.6,10.6,14.6,22.7,4.3
MTM02C1,Average Maximum Temperature,1971,1971M08,13,Roches-Point,Degrees C,18.1,12.3,15.2,21,9.3
MTM02C1,Average Maximum Temperature,1971,1971M08,14,Rosslare,Degrees C,17.4,12.4,14.9,19.8,7.5
MTM02C1,Average Maximum Temperature,1971,1971M08,15,Shannon-Airport,Degrees C,19,12,15.5,22.6,6.7
MTM02C1,Average Maximum Temperature,1971,1971M09,1,Belmullet,Degrees C,17.7,10.9,14.3,22.4,3.7
MTM02C1,Average Maximum Temperature,1971,1971M09,2,Birr,Degrees C,19,10.1,14.6,22,2.2
MTM02C1,Average Maximum Temperature,1971,1971M09,3,Valentia-Observatory,Degrees C,19.1,11.9,15.5,24.4,6.4
MTM02C1,Average Maximum Temperature,1971,1971M09,4,Casement,Degrees C,19.1,9.5,14.3,23.6,2.7
MTM02C1,Average Maximum Temperature,1971,1971M09,5,Claremorris,Degrees C,18.2,8.7,13.5,22.8,0.5
MTM02C1,Average Maximum Temperature,1971,1971M09,6,Clones,Degrees C,18.2,9,13.6,22.4,0.3
MTM02C1,Average Maximum Temperature,1971,1971M09,7,CorkAirport,Degrees C,17.4,11.3,14.4,19.5,6.5
MTM02C1,Average Maximum Temperature,1971,1971M09,8,DublinAirport,Degrees C,18.5,11.1,14.8,22.3,5.1
MTM02C1,Average Maximum Temperature,1971,1971M09,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1971,1971M09,10,Kilkenny,Degrees C,19.5,9,14.3,22.1,1.9
MTM02C1,Average Maximum Temperature,1971,1971M09,11,Malin-Head,Degrees C,17.3,11.5,14.4,22.8,7.5
MTM02C1,Average Maximum Temperature,1971,1971M09,12,Mullingar,Degrees C,19.3,9.5,14.4,23.4,2.7
MTM02C1,Average Maximum Temperature,1971,1971M09,13,Roches-Point,Degrees C,17.5,12.6,15.1,20.4,8.3
MTM02C1,Average Maximum Temperature,1971,1971M09,14,Rosslare,Degrees C,18,12.4,15.2,20.6,8.5
MTM02C1,Average Maximum Temperature,1971,1971M09,15,Shannon-Airport,Degrees C,19.1,11.8,15.5,22.3,5.6
MTM02C1,Average Maximum Temperature,1971,1971M10,1,Belmullet,Degrees C,15,9.5,12.3,21.3,1.5
MTM02C1,Average Maximum Temperature,1971,1971M10,2,Birr,Degrees C,15.3,8.7,12,21.3,-1.7
MTM02C1,Average Maximum Temperature,1971,1971M10,3,Valentia-Observatory,Degrees C,15.8,10.7,13.3,22.5,2.7
MTM02C1,Average Maximum Temperature,1971,1971M10,4,Casement,Degrees C,15.4,8.6,12,20.4,-0.7
MTM02C1,Average Maximum Temperature,1971,1971M10,5,Claremorris,Degrees C,14.5,8.2,11.4,19.5,-1.3
MTM02C1,Average Maximum Temperature,1971,1971M10,6,Clones,Degrees C,14.6,8.2,11.4,19.3,-1.3
MTM02C1,Average Maximum Temperature,1971,1971M10,7,CorkAirport,Degrees C,14.5,9.5,12,18.6,2.9
MTM02C1,Average Maximum Temperature,1971,1971M10,8,DublinAirport,Degrees C,15.6,9.9,12.8,21.2,3.7
MTM02C1,Average Maximum Temperature,1971,1971M10,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1971,1971M10,10,Kilkenny,Degrees C,15.6,7.6,11.6,21.1,-1.5
MTM02C1,Average Maximum Temperature,1971,1971M10,11,Malin-Head,Degrees C,14.4,9.4,11.9,19,1.3
MTM02C1,Average Maximum Temperature,1971,1971M10,12,Mullingar,Degrees C,15.1,7.8,11.5,21.6,0.2
MTM02C1,Average Maximum Temperature,1971,1971M10,13,Roches-Point,Degrees C,15,10.9,13,19.1,5.2
MTM02C1,Average Maximum Temperature,1971,1971M10,14,Rosslare,Degrees C,15.3,11.1,13.2,19.2,6.6
MTM02C1,Average Maximum Temperature,1971,1971M10,15,Shannon-Airport,Degrees C,15.7,10.1,12.9,21.6,1.9
MTM02C1,Average Maximum Temperature,1971,1971M11,1,Belmullet,Degrees C,11.3,5.8,8.6,15.2,0.8
MTM02C1,Average Maximum Temperature,1971,1971M11,2,Birr,Degrees C,10.7,3.4,7.1,17.3,-2.9
MTM02C1,Average Maximum Temperature,1971,1971M11,3,Valentia-Observatory,Degrees C,12.1,6,9.1,16.8,1.1
MTM02C1,Average Maximum Temperature,1971,1971M11,4,Casement,Degrees C,10.3,3,6.7,15.6,-3.8
MTM02C1,Average Maximum Temperature,1971,1971M11,5,Claremorris,Degrees C,10.8,3.9,7.4,15,-2.1
MTM02C1,Average Maximum Temperature,1971,1971M11,6,Clones,Degrees C,10.1,3.4,6.8,15.5,-4.4
MTM02C1,Average Maximum Temperature,1971,1971M11,7,CorkAirport,Degrees C,10.5,4.1,7.3,14.8,-1.2
MTM02C1,Average Maximum Temperature,1971,1971M11,8,DublinAirport,Degrees C,10.5,3.9,7.2,16.2,-1.8
MTM02C1,Average Maximum Temperature,1971,1971M11,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1971,1971M11,10,Kilkenny,Degrees C,11,2.7,6.9,16.5,-6.2
MTM02C1,Average Maximum Temperature,1971,1971M11,11,Malin-Head,Degrees C,10.6,5.6,8.1,15.2,0.3
MTM02C1,Average Maximum Temperature,1971,1971M11,12,Mullingar,Degrees C,10.2,2.7,6.5,16.6,-3.1
MTM02C1,Average Maximum Temperature,1971,1971M11,13,Roches-Point,Degrees C,11.2,5.7,8.5,15,0.6
MTM02C1,Average Maximum Temperature,1971,1971M11,14,Rosslare,Degrees C,10.9,4.9,7.9,15.3,-1.6
