STATISTIC,Statistic Label,Year,Y/Month,C02431V02938,Meteorological Weather Station,UNIT,AVERAGE MAX. TEMPERATURE,AVERAGE MIN. TEMPERATURE,MEAN TEMPERATURE,MAX TEMPERATURE,MIN TEMPERATURE
MTM02C1,Average Maximum Temperature,1969,1969M04,8,DublinAirport,Degrees C,11.5,4,7.8,17.6,-0.4
MTM02C1,Average Maximum Temperature,1969,1969M04,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1969,1969M04,10,Kilkenny,Degrees C,12.7,3.3,8,16.6,-2.5
MTM02C1,Average Maximum Temperature,1969,1969M04,11,Malin-Head,Degrees C,10.5,4.3,7.4,17.3,-0.8
MTM02C1,Average Maximum Temperature,1969,1969M04,12,Mullingar,Degrees C,12.6,2.9,7.8,18.5,-1.2
MTM02C1,Average Maximum Temperature,1969,1969M04,13,Roches-Point,Degrees C,11.2,5.7,8.5,14.8,1.7
MTM02C1,Average Maximum Temperature,1969,1969M04,14,Rosslare,Degrees C,11.1,5.6,8.4,16,1.7
MTM02C1,Average Maximum Temperature,1969,1969M04,15,Shannon-Airport,Degrees C,12.8,4.2,8.5,16.5,-1.2
MTM02C1,Average Maximum Temperature,1969,1969M05,1,Belmullet,Degrees C,13.7,7.1,10.4,16.7,2.7
MTM02C1,Average Maximum Temperature,1969,1969M05,2,Birr,Degrees C,14.5,6.4,10.5,17.5,0.8
MTM02C1,Average Maximum Temperature,1969,1969M05,3,Valentia-Observatory,Degrees C,14.3,7.1,10.7,17.7,1.5
MTM02C1,Average Maximum Temperature,1969,1969M05,4,Casement,Degrees C,14.5,6.4,10.5,18.7,0.5
MTM02C1,Average Maximum Temperature,1969,1969M05,5,Claremorris,Degrees C,14.4,5.9,10.2,17.1,0.9
MTM02C1,Average Maximum Temperature,1969,1969M05,6,Clones,Degrees C,14.1,6.2,10.2,17.4,0.8
MTM02C1,Average Maximum Temperature,1969,1969M05,7,CorkAirport,Degrees C,13.4,6.7,10.1,16.3,3
MTM02C1,Average Maximum Temperature,1969,1969M05,8,DublinAirport,Degrees C,13.6,7.3,10.5,18.5,2.2
MTM02C1,Average Maximum Temperature,1969,1969M05,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1969,1969M05,10,Kilkenny,Degrees C,14.6,6.3,10.5,19.4,-0.5
MTM02C1,Average Maximum Temperature,1969,1969M05,11,Malin-Head,Degrees C,12,6.6,9.3,17,1.6
MTM02C1,Average Maximum Temperature,1969,1969M05,12,Mullingar,Degrees C,14.7,6.1,10.4,18.5,1.3
MTM02C1,Average Maximum Temperature,1969,1969M05,13,Roches-Point,Degrees C,13.2,8.3,10.8,16,5.3
MTM02C1,Average Maximum Temperature,1969,1969M05,14,Rosslare,Degrees C,12.9,7.8,10.4,15.7,3.7
MTM02C1,Average Maximum Temperature,1969,1969M05,15,Shannon-Airport,Degrees C,15.1,7.5,11.3,17.6,2.3
MTM02C1,Average Maximum Temperature,1969,1969M06,1,Belmullet,Degrees C,16.5,9.2,12.9,23.4,3.7
MTM02C1,Average Maximum Temperature,1969,1969M06,2,Birr,Degrees C,18.1,7.9,13,24,3.3
MTM02C1,Average Maximum Temperature,1969,1969M06,3,Valentia-Observatory,Degrees C,16.9,9.5,13.2,24.8,5.4
MTM02C1,Average Maximum Temperature,1969,1969M06,4,Casement,Degrees C,17.8,7.9,12.9,22.6,2.8
MTM02C1,Average Maximum Temperature,1969,1969M06,5,Claremorris,Degrees C,17.6,7.8,12.7,24.5,2.5
MTM02C1,Average Maximum Temperature,1969,1969M06,6,Clones,Degrees C,17.7,8,12.9,24,3.4
MTM02C1,Average Maximum Temperature,1969,1969M06,7,CorkAirport,Degrees C,16.6,8.8,12.7,22.4,5.9
MTM02C1,Average Maximum Temperature,1969,1969M06,8,DublinAirport,Degrees C,16.8,9.4,13.1,20.4,4.7
MTM02C1,Average Maximum Temperature,1969,1969M06,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1969,1969M06,10,Kilkenny,Degrees C,18.4,7.8,13.1,23.5,1
MTM02C1,Average Maximum Temperature,1969,1969M06,11,Malin-Head,Degrees C,15.9,9.7,12.8,21.7,5.1
MTM02C1,Average Maximum Temperature,1969,1969M06,12,Mullingar,Degrees C,18.5,8.2,13.4,26,3.7
MTM02C1,Average Maximum Temperature,1969,1969M06,13,Roches-Point,Degrees C,16.2,10,13.1,20.3,7.2
MTM02C1,Average Maximum Temperature,1969,1969M06,14,Rosslare,Degrees C,15.9,10.2,13.1,19.5,6
MTM02C1,Average Maximum Temperature,1969,1969M06,15,Shannon-Airport,Degrees C,18.3,9.3,13.8,25.3,6.3
MTM02C1,Average Maximum Temperature,1969,1969M07,1,Belmullet,Degrees C,16.9,11.4,14.2,23.2,7
MTM02C1,Average Maximum Temperature,1969,1969M07,2,Birr,Degrees C,19.8,11.1,15.5,27.1,5.2
MTM02C1,Average Maximum Temperature,1969,1969M07,3,Valentia-Observatory,Degrees C,18,12,15,28.3,6.3
MTM02C1,Average Maximum Temperature,1969,1969M07,4,Casement,Degrees C,20.3,11.3,15.8,26.4,6.3
MTM02C1,Average Maximum Temperature,1969,1969M07,5,Claremorris,Degrees C,19,10.7,14.9,27,5.6
MTM02C1,Average Maximum Temperature,1969,1969M07,6,Clones,Degrees C,19.2,10.8,15,26.3,6.1
MTM02C1,Average Maximum Temperature,1969,1969M07,7,CorkAirport,Degrees C,18.9,11.1,15,24.3,6.6
MTM02C1,Average Maximum Temperature,1969,1969M07,8,DublinAirport,Degrees C,19.9,12.2,16.1,25.2,7.1
MTM02C1,Average Maximum Temperature,1969,1969M07,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1969,1969M07,10,Kilkenny,Degrees C,20.6,10.9,15.8,26.5,4.9
MTM02C1,Average Maximum Temperature,1969,1969M07,11,Malin-Head,Degrees C,17.4,11.8,14.6,21.2,9.4
MTM02C1,Average Maximum Temperature,1969,1969M07,12,Mullingar,Degrees C,20.7,10.8,15.8,27.7,6.1
MTM02C1,Average Maximum Temperature,1969,1969M07,13,Roches-Point,Degrees C,18.4,12.1,15.3,23.5,8.4
MTM02C1,Average Maximum Temperature,1969,1969M07,14,Rosslare,Degrees C,18.8,12.2,15.5,23.3,7.9
MTM02C1,Average Maximum Temperature,1969,1969M07,15,Shannon-Airport,Degrees C,19.8,11.9,15.9,27.2,7.5
MTM02C1,Average Maximum Temperature,1969,1969M08,1,Belmullet,Degrees C,17.1,11.8,14.5,19.9,8.6
MTM02C1,Average Maximum Temperature,1969,1969M08,2,Birr,Degrees C,19.1,10.5,14.8,23.4,6.3
MTM02C1,Average Maximum Temperature,1969,1969M08,3,Valentia-Observatory,Degrees C,17.7,12,14.9,21,7.7
MTM02C1,Average Maximum Temperature,1969,1969M08,4,Casement,Degrees C,19.2,10.9,15.1,25.3,5.8
MTM02C1,Average Maximum Temperature,1969,1969M08,5,Claremorris,Degrees C,17.8,10.3,14.1,20.5,5.5
MTM02C1,Average Maximum Temperature,1969,1969M08,6,Clones,Degrees C,18.6,11.1,14.9,23.5,5.6
MTM02C1,Average Maximum Temperature,1969,1969M08,7,CorkAirport,Degrees C,18.3,11,14.7,21,7.8
MTM02C1,Average Maximum Temperature,1969,1969M08,8,DublinAirport,Degrees C,18.8,12.1,15.5,23.1,6.9
MTM02C1,Average Maximum Temperature,1969,1969M08,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1969,1969M08,10,Kilkenny,Degrees C,19.5,10.8,15.2,22.8,3.8
MTM02C1,Average Maximum Temperature,1969,1969M08,11,Malin-Head,Degrees C,17.1,12.2,14.7,23.5,7.5
MTM02C1,Average Maximum Temperature,1969,1969M08,12,Mullingar,Degrees C,19.4,10.7,15.1,24.2,5.5
MTM02C1,Average Maximum Temperature,1969,1969M08,13,Roches-Point,Degrees C,18.4,12.4,15.4,22.2,9.3
MTM02C1,Average Maximum Temperature,1969,1969M08,14,Rosslare,Degrees C,18.3,12.6,15.5,21.5,9.1
MTM02C1,Average Maximum Temperature,1969,1969M08,15,Shannon-Airport,Degrees C,19.1,11.4,15.3,21.8,8.3
MTM02C1,Average Maximum Temperature,1969,1969M09,1,Belmullet,Degrees C,16.1,10.1,13.1,19.4,5.5
MTM02C1,Average Maximum Temperature,1969,1969M09,2,Birr,Degrees C,17,9,13,20.6,0.5
MTM02C1,Average Maximum Temperature,1969,1969M09,3,Valentia-Observatory,Degrees C,16.8,10.2,13.5,19.1,3.5
MTM02C1,Average Maximum Temperature,1969,1969M09,4,Casement,Degrees C,16.8,9,12.9,21,1.4
MTM02C1,Average Maximum Temperature,1969,1969M09,5,Claremorris,Degrees C,16.3,8.5,12.4,19.2,1.9
MTM02C1,Average Maximum Temperature,1969,1969M09,6,Clones,Degrees C,16.2,8.5,12.4,19.8,1.4
MTM02C1,Average Maximum Temperature,1969,1969M09,7,CorkAirport,Degrees C,16.5,10.3,13.4,20.5,3.9
MTM02C1,Average Maximum Temperature,1969,1969M09,8,DublinAirport,Degrees C,16.5,9.9,13.2,20.5,2.6
MTM02C1,Average Maximum Temperature,1969,1969M09,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1969,1969M09,10,Kilkenny,Degrees C,17.9,8.9,13.4,22.1,-0.9
MTM02C1,Average Maximum Temperature,1969,1969M09,11,Malin-Head,Degrees C,15.3,10.9,13.1,18.5,7.1
MTM02C1,Average Maximum Temperature,1969,1969M09,12,Mullingar,Degrees C,17.4,8.8,13.1,22.4,1.1
MTM02C1,Average Maximum Temperature,1969,1969M09,13,Roches-Point,Degrees C,17.2,11.7,14.5,21.4,5.9
MTM02C1,Average Maximum Temperature,1969,1969M09,14,Rosslare,Degrees C,16.3,11.9,14.1,18.6,6.2
MTM02C1,Average Maximum Temperature,1969,1969M09,15,Shannon-Airport,Degrees C,17.8,10.5,14.2,21.1,1.3
MTM02C1,Average Maximum Temperature,1969,1969M10,1,Belmullet,Degrees C,15.4,10.5,13,22.1,3.4
MTM02C1,Average Maximum Temperature,1969,1969M10,2,Birr,Degrees C,16.3,9.4,12.9,22.3,0.2
MTM02C1,Average Maximum Temperature,1969,1969M10,3,Valentia-Observatory,Degrees C,16.3,10.9,13.6,21.2,2
MTM02C1,Average Maximum Temperature,1969,1969M10,4,Casement,Degrees C,16.4,9.2,12.8,20.6,1.7
MTM02C1,Average Maximum Temperature,1969,1969M10,5,Claremorris,Degrees C,15.6,9.2,12.4,19.9,0.8
MTM02C1,Average Maximum Temperature,1969,1969M10,6,Clones,Degrees C,15.6,9.2,12.4,22.1,0.8
MTM02C1,Average Maximum Temperature,1969,1969M10,7,CorkAirport,Degrees C,15.2,10,12.6,19,2.9
MTM02C1,Average Maximum Temperature,1969,1969M10,8,DublinAirport,Degrees C,16.2,10.3,13.3,20.2,2.3
MTM02C1,Average Maximum Temperature,1969,1969M10,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1969,1969M10,10,Kilkenny,Degrees C,16.5,8.4,12.5,22.2,-0.5
MTM02C1,Average Maximum Temperature,1969,1969M10,11,Malin-Head,Degrees C,15.2,10.7,13,19.6,7.4
MTM02C1,Average Maximum Temperature,1969,1969M10,12,Mullingar,Degrees C,16.2,9,12.6,21.5,0.8
MTM02C1,Average Maximum Temperature,1969,1969M10,13,Roches-Point,Degrees C,15.8,11.4,13.6,18.9,3.8
MTM02C1,Average Maximum Temperature,1969,1969M10,14,Rosslare,Degrees C,15.8,11.2,13.5,18,4.2
MTM02C1,Average Maximum Temperature,1969,1969M10,15,Shannon-Airport,Degrees C,16.5,10.7,13.6,21.8,3.4
MTM02C1,Average Maximum Temperature,1969,1969M11,1,Belmullet,Degrees C,9.2,3.8,6.5,14.6,0.6
MTM02C1,Average Maximum Temperature,1969,1969M11,2,Birr,Degrees C,8.1,1.3,4.7,15.9,-3.4
MTM02C1,Average Maximum Temperature,1969,1969M11,3,Valentia-Observatory,Degrees C,10.1,4.5,7.3,15.9,0.6
MTM02C1,Average Maximum Temperature,1969,1969M11,4,Casement,Degrees C,8.1,1.1,4.6,16.7,-4.3
MTM02C1,Average Maximum Temperature,1969,1969M11,5,Claremorris,Degrees C,8,1.7,4.9,14.5,-4.1
MTM02C1,Average Maximum Temperature,1969,1969M11,6,Clones,Degrees C,7.3,1.3,4.3,15,-3.1
MTM02C1,Average Maximum Temperature,1969,1969M11,7,CorkAirport,Degrees C,8.4,2.3,5.4,15.1,-1.9
MTM02C1,Average Maximum Temperature,1969,1969M11,8,DublinAirport,Degrees C,8.3,2.2,5.3,17,-2
MTM02C1,Average Maximum Temperature,1969,1969M11,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1969,1969M11,10,Kilkenny,Degrees C,8.6,0.8,4.7,17,-5.6
MTM02C1,Average Maximum Temperature,1969,1969M11,11,Malin-Head,Degrees C,8.6,3.9,6.3,15.4,-0.2
MTM02C1,Average Maximum Temperature,1969,1969M11,12,Mullingar,Degrees C,7.9,0.9,4.4,14.5,-3.8
MTM02C1,Average Maximum Temperature,1969,1969M11,13,Roches-Point,Degrees C,9.5,4.3,6.9,15.9,0.6
MTM02C1,Average Maximum Temperature,1969,1969M11,14,Rosslare,Degrees C,9.6,3.8,6.7,15.7,-0.7
MTM02C1,Average Maximum Temperature,1969,1969M11,15,Shannon-Airport,Degrees C,9,2.8,5.9,16,-2
MTM02C1,Average Maximum Temperature,1969,1969M12,1,Belmullet,Degrees C,9,4.5,6.8,11.4,-0.4
MTM02C1,Average Maximum Temperature,1969,1969M12,2,Birr,Degrees C,7.7,1.9,4.8,12.1,-5.3
MTM02C1,Average Maximum Temperature,1969,1969M12,3,Valentia-Observatory,Degrees C,9.7,5,7.4,12.6,-1.2
MTM02C1,Average Maximum Temperature,1969,1969M12,4,Casement,Degrees C,7.5,1.4,4.5,12.1,-7.2
MTM02C1,Average Maximum Temperature,1969,1969M12,5,Claremorris,Degrees C,7.5,2.2,4.9,11.2,-4.8
MTM02C1,Average Maximum Temperature,1969,1969M12,6,Clones,Degrees C,6.8,1.8,4.3,11.7,-3.1
MTM02C1,Average Maximum Temperature,1969,1969M12,7,CorkAirport,Degrees C,8.2,3,5.6,11.5,-0.8
MTM02C1,Average Maximum Temperature,1969,1969M12,8,DublinAirport,Degrees C,7.5,2.4,5,12.6,-3.7
MTM02C1,Average Maximum Temperature,1969,1969M12,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1969,1969M12,10,Kilkenny,Degrees C,7.8,1.6,4.7,11.9,-7.4
MTM02C1,Average Maximum Temperature,1969,1969M12,11,Malin-Head,Degrees C,7.8,4.1,6,11.3,0.4
MTM02C1,Average Maximum Temperature,1969,1969M12,12,Mullingar,Degrees C,7.2,1.4,4.3,11.8,-5
MTM02C1,Average Maximum Temperature,1969,1969M12,13,Roches-Point,Degrees C,9.2,4.6,6.9,12.6,0.4
MTM02C1,Average Maximum Temperature,1969,1969M12,14,Rosslare,Degrees C,8.7,4,6.4,11.7,-0.7
MTM02C1,Average Maximum Temperature,1969,1969M12,15,Shannon-Airport,Degrees C,8.7,3.3,6,12.1,-1.3
MTM02C1,Average Maximum Temperature,1970,1970M01,1,Belmullet,Degrees C,8.2,3.3,5.8,11.6,-1.3
MTM02C1,Average Maximum Temperature,1970,1970M01,2,Birr,Degrees C,7.8,1.4,4.6,11.8,-8.1
MTM02C1,Average Maximum Temperature,1970,1970M01,3,Valentia-Observatory,Degrees C,9.6,3.8,6.7,12.6,-2.6
MTM02C1,Average Maximum Temperature,1970,1970M01,4,Casement,Degrees C,7.4,1.7,4.6,11.8,-6.9
MTM02C1,Average Maximum Temperature,1970,1970M01,5,Claremorris,Degrees C,7.5,0.9,4.2,11.5,-6.3
MTM02C1,Average Maximum Temperature,1970,1970M01,6,Clones,Degrees C,6.4,1.4,3.9,11.3,-8.6
MTM02C1,Average Maximum Temperature,1970,1970M01,7,CorkAirport,Degrees C,8,3,5.5,11,-4.2
MTM02C1,Average Maximum Temperature,1970,1970M01,8,DublinAirport,Degrees C,7.2,2.8,5,12.3,-6.5
MTM02C1,Average Maximum Temperature,1970,1970M01,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1970,1970M01,10,Kilkenny,Degrees C,8,0.7,4.4,12.9,-9.1
MTM02C1,Average Maximum Temperature,1970,1970M01,11,Malin-Head,Degrees C,7.2,3.5,5.4,11.8,-2.1
MTM02C1,Average Maximum Temperature,1970,1970M01,12,Mullingar,Degrees C,7,0.9,4,11.4,-8.7
MTM02C1,Average Maximum Temperature,1970,1970M01,13,Roches-Point,Degrees C,8.6,4.4,6.5,11.4,-1.5
MTM02C1,Average Maximum Temperature,1970,1970M01,14,Rosslare,Degrees C,8.4,4,6.2,11.4,-2.4
MTM02C1,Average Maximum Temperature,1970,1970M01,15,Shannon-Airport,Degrees C,8.6,2.3,5.5,12.6,-6.5
MTM02C1,Average Maximum Temperature,1970,1970M02,1,Belmullet,Degrees C,7.8,1.9,4.9,10.9,-2.5
MTM02C1,Average Maximum Temperature,1970,1970M02,2,Birr,Degrees C,6.8,0.5,3.7,11.3,-4.4
MTM02C1,Average Maximum Temperature,1970,1970M02,3,Valentia-Observatory,Degrees C,8.8,3.5,6.2,12.2,-0.4
MTM02C1,Average Maximum Temperature,1970,1970M02,4,Casement,Degrees C,6.6,0.1,3.4,11.8,-7.8
MTM02C1,Average Maximum Temperature,1970,1970M02,5,Claremorris,Degrees C,6.7,0.1,3.4,11,-5.3
MTM02C1,Average Maximum Temperature,1970,1970M02,6,Clones,Degrees C,5.7,-0.1,2.8,10.8,-5
MTM02C1,Average Maximum Temperature,1970,1970M02,7,CorkAirport,Degrees C,7.1,1.5,4.3,11.5,-1.6
MTM02C1,Average Maximum Temperature,1970,1970M02,8,DublinAirport,Degrees C,6.8,1.2,4,11.8,-2.9
MTM02C1,Average Maximum Temperature,1970,1970M02,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1970,1970M02,10,Kilkenny,Degrees C,7.2,0.5,3.9,12.1,-5.5
MTM02C1,Average Maximum Temperature,1970,1970M02,11,Malin-Head,Degrees C,6.4,1.7,4.1,9.7,-1.1
MTM02C1,Average Maximum Temperature,1970,1970M02,12,Mullingar,Degrees C,6.5,0.1,3.3,10.5,-5.6
MTM02C1,Average Maximum Temperature,1970,1970M02,13,Roches-Point,Degrees C,8.1,2.9,5.5,12,0.3
MTM02C1,Average Maximum Temperature,1970,1970M02,14,Rosslare,Degrees C,7.6,2.5,5.1,11,-1.5
MTM02C1,Average Maximum Temperature,1970,1970M02,15,Shannon-Airport,Degrees C,7.7,1.9,4.8,11.6,-2.3
MTM02C1,Average Maximum Temperature,1970,1970M03,1,Belmullet,Degrees C,9.1,3.2,6.2,11.6,-1.9
MTM02C1,Average Maximum Temperature,1970,1970M03,2,Birr,Degrees C,8.7,1.1,4.9,13.9,-6.1
MTM02C1,Average Maximum Temperature,1970,1970M03,3,Valentia-Observatory,Degrees C,9.5,3.3,6.4,13.1,-2.8
MTM02C1,Average Maximum Temperature,1970,1970M03,4,Casement,Degrees C,8.4,1,4.7,14,-4.9
MTM02C1,Average Maximum Temperature,1970,1970M03,5,Claremorris,Degrees C,8.7,1.6,5.2,12.9,-3.7
MTM02C1,Average Maximum Temperature,1970,1970M03,6,Clones,Degrees C,7.9,1.1,4.5,11.4,-4.1
MTM02C1,Average Maximum Temperature,1970,1970M03,7,CorkAirport,Degrees C,8.9,1.9,5.4,14.2,-1.8
MTM02C1,Average Maximum Temperature,1970,1970M03,8,DublinAirport,Degrees C,8.4,1.9,5.2,13.7,-2.4
MTM02C1,Average Maximum Temperature,1970,1970M03,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1970,1970M03,10,Kilkenny,Degrees C,9.1,1.2,5.2,14.8,-4.3
MTM02C1,Average Maximum Temperature,1970,1970M03,11,Malin-Head,Degrees C,7.7,2.8,5.3,10.3,-0.2
MTM02C1,Average Maximum Temperature,1970,1970M03,12,Mullingar,Degrees C,9,0.9,5,15.2,-3.6
MTM02C1,Average Maximum Temperature,1970,1970M03,13,Roches-Point,Degrees C,9.3,3.4,6.4,14.6,0
MTM02C1,Average Maximum Temperature,1970,1970M03,14,Rosslare,Degrees C,8.5,2.9,5.7,13.5,-1.7
MTM02C1,Average Maximum Temperature,1970,1970M03,15,Shannon-Airport,Degrees C,9.5,2.7,6.1,13.4,-2.5
MTM02C1,Average Maximum Temperature,1970,1970M04,1,Belmullet,Degrees C,10.3,4.4,7.4,13.5,-2.3
MTM02C1,Average Maximum Temperature,1970,1970M04,2,Birr,Degrees C,10.9,3.1,7,15.6,-2.3
MTM02C1,Average Maximum Temperature,1970,1970M04,3,Valentia-Observatory,Degrees C,11,5.3,8.2,13.8,-0.5
MTM02C1,Average Maximum Temperature,1970,1970M04,4,Casement,Degrees C,11,2.4,6.7,16.6,-4.1
MTM02C1,Average Maximum Temperature,1970,1970M04,5,Claremorris,Degrees C,10.4,3.1,6.8,15.5,-2.4
MTM02C1,Average Maximum Temperature,1970,1970M04,6,Clones,Degrees C,10.2,2.9,6.6,15.8,-4.2
MTM02C1,Average Maximum Temperature,1970,1970M04,7,CorkAirport,Degrees C,10.2,3.5,6.9,15,-1.5
MTM02C1,Average Maximum Temperature,1970,1970M04,8,DublinAirport,Degrees C,10.8,3.3,7.1,16.3,-2.1
MTM02C1,Average Maximum Temperature,1970,1970M04,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1970,1970M04,10,Kilkenny,Degrees C,11.2,3,7.1,16,-2.2
MTM02C1,Average Maximum Temperature,1970,1970M04,11,Malin-Head,Degrees C,9.4,4.6,7,14.1,0
MTM02C1,Average Maximum Temperature,1970,1970M04,12,Mullingar,Degrees C,11.2,2.5,6.9,17,-3.6
MTM02C1,Average Maximum Temperature,1970,1970M04,13,Roches-Point,Degrees C,10.5,4.9,7.7,15.5,0.5
MTM02C1,Average Maximum Temperature,1970,1970M04,14,Rosslare,Degrees C,10.4,4.2,7.3,15.8,-0.3
MTM02C1,Average Maximum Temperature,1970,1970M04,15,Shannon-Airport,Degrees C,11.4,4.4,7.9,15.4,-0.9
MTM02C1,Average Maximum Temperature,1970,1970M05,1,Belmullet,Degrees C,13.8,8.4,11.1,18.6,4.1
MTM02C1,Average Maximum Temperature,1970,1970M05,2,Birr,Degrees C,15.7,8.4,12.1,20.6,5.1
MTM02C1,Average Maximum Temperature,1970,1970M05,3,Valentia-Observatory,Degrees C,14.7,9.3,12,19.4,6.1
MTM02C1,Average Maximum Temperature,1970,1970M05,4,Casement,Degrees C,16.3,7.9,12.1,20.5,3.7
MTM02C1,Average Maximum Temperature,1970,1970M05,5,Claremorris,Degrees C,14.8,8,11.4,19.5,2.6
MTM02C1,Average Maximum Temperature,1970,1970M05,6,Clones,Degrees C,15.6,8.2,11.9,20.3,5.7
MTM02C1,Average Maximum Temperature,1970,1970M05,7,CorkAirport,Degrees C,14.8,8.3,11.6,18.9,5.2
MTM02C1,Average Maximum Temperature,1970,1970M05,8,DublinAirport,Degrees C,15.9,8.9,12.4,20,6.9
MTM02C1,Average Maximum Temperature,1970,1970M05,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1970,1970M05,10,Kilkenny,Degrees C,16.2,8.2,12.2,20.8,2.7
MTM02C1,Average Maximum Temperature,1970,1970M05,11,Malin-Head,Degrees C,13.3,8.9,11.1,17,6
MTM02C1,Average Maximum Temperature,1970,1970M05,12,Mullingar,Degrees C,16.9,8,12.5,21.6,6.3
MTM02C1,Average Maximum Temperature,1970,1970M05,13,Roches-Point,Degrees C,14.7,9.2,12,18.5,6.6
MTM02C1,Average Maximum Temperature,1970,1970M05,14,Rosslare,Degrees C,14,8.7,11.4,19.6,4.3
MTM02C1,Average Maximum Temperature,1970,1970M05,15,Shannon-Airport,Degrees C,15.9,9.6,12.8,21,7.1
MTM02C1,Average Maximum Temperature,1970,1970M06,1,Belmullet,Degrees C,18.1,11.1,14.6,23.3,7.3
MTM02C1,Average Maximum Temperature,1970,1970M06,2,Birr,Degrees C,20.1,10.6,15.4,26,8
MTM02C1,Average Maximum Temperature,1970,1970M06,3,Valentia-Observatory,Degrees C,18.8,11.4,15.1,24.4,6.8
MTM02C1,Average Maximum Temperature,1970,1970M06,4,Casement,Degrees C,20,10.4,15.2,25.9,5.9
MTM02C1,Average Maximum Temperature,1970,1970M06,5,Claremorris,Degrees C,19.8,10.4,15.1,25.2,5.9
MTM02C1,Average Maximum Temperature,1970,1970M06,6,Clones,Degrees C,19.5,10.8,15.2,26.3,7.1
MTM02C1,Average Maximum Temperature,1970,1970M06,7,CorkAirport,Degrees C,19.1,10.9,15,24,7.7
MTM02C1,Average Maximum Temperature,1970,1970M06,8,DublinAirport,Degrees C,18.7,11.7,15.2,24.1,9.1
MTM02C1,Average Maximum Temperature,1970,1970M06,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1970,1970M06,10,Kilkenny,Degrees C,21,10.6,15.8,27.5,5.9
MTM02C1,Average Maximum Temperature,1970,1970M06,11,Malin-Head,Degrees C,16.5,11.5,14,24.1,7.7
MTM02C1,Average Maximum Temperature,1970,1970M06,12,Mullingar,Degrees C,20.1,10.8,15.5,28,8
MTM02C1,Average Maximum Temperature,1970,1970M06,13,Roches-Point,Degrees C,18.4,12,15.2,22.8,9.6
MTM02C1,Average Maximum Temperature,1970,1970M06,14,Rosslare,Degrees C,16.7,11.5,14.1,22.3,9.2
MTM02C1,Average Maximum Temperature,1970,1970M06,15,Shannon-Airport,Degrees C,20.4,11.9,16.2,26.4,9.5
MTM02C1,Average Maximum Temperature,1970,1970M07,1,Belmullet,Degrees C,15.6,10.5,13.1,17.5,6
MTM02C1,Average Maximum Temperature,1970,1970M07,2,Birr,Degrees C,18.2,10.7,14.5,24.8,4.5
MTM02C1,Average Maximum Temperature,1970,1970M07,3,Valentia-Observatory,Degrees C,16.7,11.6,14.2,20.3,6.3
MTM02C1,Average Maximum Temperature,1970,1970M07,4,Casement,Degrees C,19.5,10.1,14.8,24.8,4.9
MTM02C1,Average Maximum Temperature,1970,1970M07,5,Claremorris,Degrees C,17.2,10,13.6,21.2,4.1
MTM02C1,Average Maximum Temperature,1970,1970M07,6,Clones,Degrees C,17.3,9.8,13.6,22.8,4.9
MTM02C1,Average Maximum Temperature,1970,1970M07,7,CorkAirport,Degrees C,17.7,10.6,14.2,21.9,6.6
MTM02C1,Average Maximum Temperature,1970,1970M07,8,DublinAirport,Degrees C,18.7,10.9,14.8,22.8,6.2
MTM02C1,Average Maximum Temperature,1970,1970M07,9,Galway,Degrees C,,,,,
MTM02C1,Average Maximum Temperature,1970,1970M07,10,Kilkenny,Degrees C,19.6,10.4,15,25.5,3
MTM02C1,Average Maximum Temperature,1970,1970M07,11,Malin-Head,Degrees C,14.9,10.5,12.7,21.4,7.8
MTM02C1,Average Maximum Temperature,1970,1970M07,12,Mullingar,Degrees C,19.1,9.9,14.5,25.7,3.4
MTM02C1,Average Maximum Temperature,1970,1970M07,13,Roches-Point,Degrees C,17.9,11.4,14.7,21.8,7.6
MTM02C1,Average Maximum Temperature,1970,1970M07,14,Rosslare,Degrees C,18.1,11.1,14.6,21.5,6.3
MTM02C1,Average Maximum Temperature,1970,1970M07,15,Shannon-Airport,Degrees C,18.1,11.7,14.9,23.9,7
MTM02C1,Average Maximum Temperature,1970,1970M08,1,Belmullet,Degrees C,17,11,14,21.2,6.3
MTM02C1,Average Maximum Temperature,1970,1970M08,2,Birr,Degrees C,19.2,10.6,14.9,23.8,5.5
MTM02C1,Average Maximum Temperature,1970,1970M08,3,Valentia-Observatory,Degrees C,17.3,11.5,14.4,23,5.8
